header	position	frame	coding
MN908947	10052	-3	0
MN908947	10053	1	0
MN908947	10053	-1	0
MN908947	10054	2	0
MN908947	10054	-2	0
MN908947	10055	3	0
MN908947	10055	-3	0
MN908947	10056	1	0
MN908947	10056	-1	0
MN908947	10057	2	0
MN908947	10057	-2	0
MN908947	10058	3	0
MN908947	10058	-3	0
MN908947	10059	1	0
MN908947	10059	-1	0
MN908947	10060	2	0
MN908947	10060	-2	0
MN908947	10061	3	0
MN908947	10061	-3	0
MN908947	10062	1	0
MN908947	10062	-1	0
MN908947	10063	2	0
MN908947	10063	-2	0
MN908947	10064	3	0
MN908947	10064	-3	0
MN908947	10065	1	0
MN908947	10065	-1	0
MN908947	10066	2	0
MN908947	10066	-2	0
MN908947	10067	3	0
MN908947	10067	-3	0
MN908947	10068	1	0
MN908947	10068	-1	0
MN908947	10069	2	0
MN908947	10069	-2	0
MN908947	10070	3	0
MN908947	10070	-3	0
MN908947	10071	1	0
MN908947	10071	-1	0
MN908947	10072	2	0
MN908947	10072	-2	0
MN908947	10073	3	0
MN908947	10073	-3	0
MN908947	10074	1	0
MN908947	10074	-1	0
MN908947	10075	2	0
MN908947	10075	-2	0
MN908947	10076	3	0
MN908947	10076	-3	0
MN908947	10077	1	0
MN908947	10077	-1	0
MN908947	10078	2	0
MN908947	10078	-2	0
MN908947	10079	3	0
MN908947	10079	-3	0
MN908947	10080	1	0
MN908947	10080	-1	0
MN908947	10081	2	0
MN908947	10081	-2	0
MN908947	10082	3	0
MN908947	10082	-3	0
MN908947	10083	1	0
MN908947	10083	-1	0
MN908947	10084	2	0
MN908947	10084	-2	0
MN908947	10085	3	0
MN908947	10085	-3	0
MN908947	10086	1	0
MN908947	10086	-1	0
MN908947	10087	2	0
MN908947	10087	-2	0
MN908947	10088	3	0
MN908947	10088	-3	0
MN908947	10089	1	0
MN908947	10089	-1	0
MN908947	10090	2	0
MN908947	10090	-2	0
MN908947	10091	3	0
MN908947	10091	-3	0
MN908947	10092	1	0
MN908947	10092	-1	0
MN908947	10093	2	0
MN908947	10093	-2	0
MN908947	10094	3	0
MN908947	10094	-3	0
MN908947	10095	1	0
MN908947	10095	-1	0
MN908947	10096	2	0
MN908947	10096	-2	0
MN908947	10097	3	0
MN908947	10097	-3	0
MN908947	10098	1	0
MN908947	10098	-1	0
MN908947	10099	2	0
MN908947	10099	-2	0
MN908947	10100	3	0
MN908947	10100	-3	0
MN908947	10101	1	0
MN908947	10101	-1	0
MN908947	10102	2	0
MN908947	10102	-2	0
MN908947	10103	3	0
MN908947	10103	-3	0
MN908947	10104	1	0
MN908947	10104	-1	0
MN908947	10105	2	0
MN908947	10105	-2	0
MN908947	10106	3	0
MN908947	10106	-3	0
MN908947	10107	1	0
MN908947	10107	-1	0
MN908947	10108	2	0
MN908947	10108	-2	0
MN908947	10109	3	0
MN908947	10109	-3	0
MN908947	10110	1	0
MN908947	10110	-1	0
MN908947	10111	2	0
MN908947	10111	-2	0
MN908947	10112	3	0
MN908947	10112	-3	0
MN908947	10113	1	0
MN908947	10113	-1	0
MN908947	10114	2	0
MN908947	10114	-2	0
MN908947	10115	3	0
MN908947	10115	-3	0
MN908947	10116	1	0
MN908947	10116	-1	0
MN908947	10117	2	0
MN908947	10117	-2	0
MN908947	10118	3	0
MN908947	10118	-3	0
MN908947	10119	1	0
MN908947	10119	-1	0
MN908947	10120	2	0
MN908947	10120	-2	0
MN908947	10121	3	0
MN908947	10121	-3	0
MN908947	10122	1	0
MN908947	10122	-1	0
MN908947	10123	2	0
MN908947	10123	-2	0
MN908947	10124	3	0
MN908947	10124	-3	0
MN908947	10125	1	0
MN908947	10125	-1	0
MN908947	10126	2	0
MN908947	10126	-2	0
MN908947	10127	3	0
MN908947	10127	-3	0
MN908947	10128	1	0
MN908947	10128	-1	0
MN908947	10129	2	0
MN908947	10129	-2	0
MN908947	10130	3	0
MN908947	10130	-3	0
MN908947	10131	1	0
MN908947	10131	-1	0
MN908947	10132	2	0
MN908947	10132	-2	0
MN908947	10133	3	0
MN908947	10133	-3	0
MN908947	10134	1	0
MN908947	10134	-1	0
MN908947	10135	2	0
MN908947	10135	-2	0
MN908947	10136	3	0
MN908947	10136	-3	0
MN908947	10137	1	0
MN908947	10137	-1	0
MN908947	10138	2	0
MN908947	10138	-2	0
MN908947	10139	3	0
MN908947	10139	-3	0
MN908947	10140	1	0
MN908947	10140	-1	0
MN908947	10141	2	0
MN908947	10141	-2	0
MN908947	10142	3	0
MN908947	10142	-3	0
MN908947	10143	1	0
MN908947	10143	-1	0
MN908947	10144	2	0
MN908947	10144	-2	0
MN908947	10145	3	0
MN908947	10145	-3	0
MN908947	10146	1	0
MN908947	10146	-1	0
MN908947	10147	2	0
MN908947	10147	-2	0
MN908947	10148	3	0
MN908947	10148	-3	0
MN908947	10149	1	0
MN908947	10149	-1	0
MN908947	10150	2	0
MN908947	10150	-2	0
MN908947	10151	3	0
MN908947	10151	-3	0
MN908947	10152	1	0
MN908947	10152	-1	0
MN908947	10153	2	0
MN908947	10153	-2	0
MN908947	10154	3	0
MN908947	10154	-3	0
MN908947	10155	1	0
MN908947	10155	-1	0
MN908947	10156	2	0
MN908947	10156	-2	0
MN908947	10157	3	0
MN908947	10157	-3	0
MN908947	10158	1	0
MN908947	10158	-1	0
MN908947	10159	2	0
MN908947	10159	-2	0
MN908947	10160	3	0
MN908947	10160	-3	0
MN908947	10161	1	0
MN908947	10161	-1	0
MN908947	10162	2	0
MN908947	10162	-2	0
MN908947	10163	3	0
MN908947	10163	-3	0
MN908947	10164	1	0
MN908947	10164	-1	0
MN908947	10165	2	0
MN908947	10165	-2	0
MN908947	10166	3	0
MN908947	10166	-3	0
MN908947	10167	1	0
MN908947	10167	-1	0
MN908947	10168	2	0
MN908947	10168	-2	0
MN908947	10169	3	0
MN908947	10169	-3	0
MN908947	10170	1	0
MN908947	10170	-1	0
MN908947	10171	2	0
MN908947	10171	-2	0
MN908947	10172	3	0
MN908947	10172	-3	0
MN908947	10173	1	0
MN908947	10173	-1	0
MN908947	10174	2	0
MN908947	10174	-2	0
MN908947	10175	3	0
MN908947	10175	-3	0
MN908947	10176	1	0
MN908947	10176	-1	0
MN908947	10177	2	0
MN908947	10177	-2	0
MN908947	10178	3	0
MN908947	10178	-3	0
MN908947	10179	1	0
MN908947	10179	-1	0
MN908947	10180	2	0
MN908947	10180	-2	0
MN908947	10181	3	0
MN908947	10181	-3	0
MN908947	10182	1	0
MN908947	10182	-1	0
MN908947	10183	2	0
MN908947	10183	-2	0
MN908947	10184	3	0
MN908947	10184	-3	0
MN908947	10185	1	0
MN908947	10185	-1	0
MN908947	10186	2	0
MN908947	10186	-2	0
MN908947	10187	3	0
MN908947	10187	-3	0
MN908947	10188	1	0
MN908947	10188	-1	0
MN908947	10189	2	0
MN908947	10189	-2	0
MN908947	10190	3	0
MN908947	10190	-3	0
MN908947	10191	1	0
MN908947	10191	-1	0
MN908947	10192	2	0
MN908947	10192	-2	0
MN908947	10193	3	0
MN908947	10193	-3	0
MN908947	10194	1	0
MN908947	10194	-1	0
MN908947	10195	2	0
MN908947	10195	-2	0
MN908947	10196	3	0
MN908947	10196	-3	0
MN908947	10197	1	0
MN908947	10197	-1	0
MN908947	10198	2	0
MN908947	10198	-2	0
MN908947	10199	3	0
MN908947	10199	-3	0
MN908947	10200	1	0
MN908947	10200	-1	0
MN908947	10201	2	0
MN908947	10201	-2	0
MN908947	10202	3	0
MN908947	10202	-3	0
MN908947	10203	1	0
MN908947	10203	-1	0
MN908947	10204	2	0
MN908947	10204	-2	0
MN908947	10205	3	0
MN908947	10205	-3	0
MN908947	10206	1	0
MN908947	10206	-1	0
MN908947	10207	2	0
MN908947	10207	-2	0
MN908947	10208	3	0
MN908947	10208	-3	0
MN908947	10209	1	0
MN908947	10209	-1	0
MN908947	10210	2	0
MN908947	10210	-2	0
MN908947	10211	3	0
MN908947	10211	-3	0
MN908947	10212	1	0
MN908947	10212	-1	0
MN908947	10213	2	0
MN908947	10213	-2	0
MN908947	10214	3	0
MN908947	10214	-3	0
MN908947	10215	1	0
MN908947	10215	-1	0
MN908947	10216	2	0
MN908947	10216	-2	0
MN908947	10217	3	0
MN908947	10217	-3	0
MN908947	10218	1	0
MN908947	10218	-1	0
MN908947	10219	2	0
MN908947	10219	-2	0
MN908947	10220	3	0
MN908947	10220	-3	0
MN908947	10221	1	0
MN908947	10221	-1	0
MN908947	10222	2	0
MN908947	10222	-2	0
MN908947	10223	3	0
MN908947	10223	-3	0
MN908947	10224	1	0
MN908947	10224	-1	0
MN908947	10225	2	0
MN908947	10225	-2	0
MN908947	10226	3	0
MN908947	10226	-3	0
MN908947	10227	1	0
MN908947	10227	-1	0
MN908947	10228	2	0
MN908947	10228	-2	0
MN908947	10229	3	0
MN908947	10229	-3	0
MN908947	10230	1	0
MN908947	10230	-1	0
MN908947	10231	2	0
MN908947	10231	-2	-1
MN908947	10232	3	0
MN908947	10232	-3	0
MN908947	10233	1	0
MN908947	10233	-1	0
MN908947	10234	2	0
MN908947	10234	-2	-1
MN908947	10235	3	0
MN908947	10235	-3	0
MN908947	10236	1	0
MN908947	10236	-1	0
MN908947	10237	2	0
MN908947	10237	-2	-1
MN908947	10238	3	0
MN908947	10238	-3	0
MN908947	10239	1	0
MN908947	10239	-1	0
MN908947	10240	2	0
MN908947	10240	-2	-1
MN908947	10241	3	0
MN908947	10241	-3	0
MN908947	10242	1	0
MN908947	10242	-1	0
MN908947	10243	2	0
MN908947	10243	-2	-1
MN908947	10244	3	0
MN908947	10244	-3	0
MN908947	10245	1	0
MN908947	10245	-1	0
MN908947	10246	2	0
MN908947	10246	-2	-1
MN908947	10247	3	0
MN908947	10247	-3	0
MN908947	10248	1	0
MN908947	10248	-1	0
MN908947	10249	2	0
MN908947	10249	-2	-1
MN908947	10250	3	0
MN908947	10250	-3	0
MN908947	10251	1	0
MN908947	10251	-1	0
MN908947	10252	2	0
MN908947	10252	-2	-1
MN908947	10253	3	0
MN908947	10253	-3	0
MN908947	10254	1	0
MN908947	10254	-1	0
MN908947	10255	2	0
MN908947	10255	-2	-1
MN908947	10256	3	0
MN908947	10256	-3	0
MN908947	10257	1	0
MN908947	10257	-1	0
MN908947	10258	2	0
MN908947	10258	-2	-1
MN908947	10259	3	0
MN908947	10259	-3	0
MN908947	10260	1	0
MN908947	10260	-1	0
MN908947	10261	2	0
MN908947	10261	-2	-1
MN908947	10262	3	0
MN908947	10262	-3	0
MN908947	10263	1	0
MN908947	10263	-1	0
MN908947	10264	2	0
MN908947	10264	-2	-1
MN908947	10265	3	0
MN908947	10265	-3	0
MN908947	10266	1	0
MN908947	10266	-1	0
MN908947	10267	2	0
MN908947	10267	-2	-1
MN908947	10268	3	0
MN908947	10268	-3	0
MN908947	10269	1	0
MN908947	10269	-1	0
MN908947	10270	2	0
MN908947	10270	-2	-1
MN908947	10271	3	0
MN908947	10271	-3	0
MN908947	10272	1	0
MN908947	10272	-1	0
MN908947	10273	2	0
MN908947	10273	-2	0
MN908947	10274	3	0
MN908947	10274	-3	0
MN908947	10275	1	0
MN908947	10275	-1	0
MN908947	10276	2	0
MN908947	10276	-2	0
MN908947	10277	3	0
MN908947	10277	-3	0
MN908947	10278	1	0
MN908947	10278	-1	0
MN908947	10279	2	0
MN908947	10279	-2	0
MN908947	10280	3	0
MN908947	10280	-3	0
MN908947	10281	1	0
MN908947	10281	-1	0
MN908947	10282	2	0
MN908947	10282	-2	0
MN908947	10283	3	0
MN908947	10283	-3	0
MN908947	10284	1	0
MN908947	10284	-1	0
MN908947	10285	2	0
MN908947	10285	-2	0
MN908947	10286	3	0
MN908947	10286	-3	0
MN908947	10287	1	0
MN908947	10287	-1	0
MN908947	10288	2	0
MN908947	10288	-2	0
MN908947	10289	3	0
MN908947	10289	-3	0
MN908947	10290	1	0
MN908947	10290	-1	0
MN908947	10291	2	0
MN908947	10291	-2	0
MN908947	10292	3	0
MN908947	10292	-3	0
MN908947	10293	1	0
MN908947	10293	-1	0
MN908947	10294	2	0
MN908947	10294	-2	0
MN908947	10295	3	0
MN908947	10295	-3	0
MN908947	10296	1	0
MN908947	10296	-1	0
MN908947	10297	2	0
MN908947	10297	-2	0
MN908947	10298	3	1
MN908947	10298	-3	0
MN908947	10299	1	0
MN908947	10299	-1	0
MN908947	10300	2	0
MN908947	10300	-2	0
MN908947	10301	3	1
MN908947	10301	-3	0
MN908947	10302	1	0
MN908947	10302	-1	0
MN908947	10303	2	0
MN908947	10303	-2	0
MN908947	10304	3	1
MN908947	10304	-3	0
MN908947	10305	1	0
MN908947	10305	-1	0
MN908947	10306	2	0
MN908947	10306	-2	0
MN908947	10307	3	1
MN908947	10307	-3	0
MN908947	10308	1	0
MN908947	10308	-1	0
MN908947	10309	2	0
MN908947	10309	-2	0
MN908947	10310	3	1
MN908947	10310	-3	0
MN908947	10311	1	0
MN908947	10311	-1	0
MN908947	10312	2	0
MN908947	10312	-2	0
MN908947	10313	3	0
MN908947	10313	-3	0
MN908947	10314	1	0
MN908947	10314	-1	0
MN908947	10315	2	0
MN908947	10315	-2	0
MN908947	10316	3	0
MN908947	10316	-3	0
MN908947	10317	1	0
MN908947	10317	-1	0
MN908947	10318	2	0
MN908947	10318	-2	0
MN908947	10319	3	0
MN908947	10319	-3	0
MN908947	10320	1	0
MN908947	10320	-1	0
MN908947	10321	2	0
MN908947	10321	-2	0
MN908947	10322	3	0
MN908947	10322	-3	0
MN908947	10323	1	0
MN908947	10323	-1	0
MN908947	10324	2	0
MN908947	10324	-2	0
MN908947	10325	3	0
MN908947	10325	-3	0
MN908947	10326	1	0
MN908947	10326	-1	0
MN908947	10327	2	0
MN908947	10327	-2	0
MN908947	10328	3	0
MN908947	10328	-3	0
MN908947	10329	1	0
MN908947	10329	-1	0
MN908947	10330	2	0
MN908947	10330	-2	0
MN908947	10331	3	0
MN908947	10331	-3	0
MN908947	10332	1	0
MN908947	10332	-1	0
MN908947	10333	2	0
MN908947	10333	-2	0
MN908947	10334	3	0
MN908947	10334	-3	0
MN908947	10335	1	0
MN908947	10335	-1	0
MN908947	10336	2	0
MN908947	10336	-2	0
MN908947	10337	3	0
MN908947	10337	-3	0
MN908947	10338	1	0
MN908947	10338	-1	0
MN908947	10339	2	0
MN908947	10339	-2	0
MN908947	10340	3	0
MN908947	10340	-3	0
MN908947	10341	1	0
MN908947	10341	-1	0
MN908947	10342	2	0
MN908947	10342	-2	0
MN908947	10343	3	0
MN908947	10343	-3	0
MN908947	10344	1	0
MN908947	10344	-1	0
MN908947	10345	2	0
MN908947	10345	-2	0
MN908947	10346	3	0
MN908947	10346	-3	0
MN908947	10347	1	0
MN908947	10347	-1	0
MN908947	10348	2	0
MN908947	10348	-2	0
MN908947	10349	3	0
MN908947	10349	-3	0
MN908947	10350	1	0
MN908947	10350	-1	0
MN908947	10351	2	0
MN908947	10351	-2	0
MN908947	10352	3	0
MN908947	10352	-3	0
MN908947	10353	1	0
MN908947	10353	-1	0
MN908947	10354	2	0
MN908947	10354	-2	0
MN908947	10355	3	0
MN908947	10355	-3	0
MN908947	10356	1	0
MN908947	10356	-1	0
MN908947	10357	2	0
MN908947	10357	-2	0
MN908947	10358	3	0
MN908947	10358	-3	0
MN908947	10359	1	0
MN908947	10359	-1	0
MN908947	10360	2	0
MN908947	10360	-2	0
MN908947	10361	3	0
MN908947	10361	-3	0
MN908947	10362	1	0
MN908947	10362	-1	0
MN908947	10363	2	0
MN908947	10363	-2	0
MN908947	10364	3	0
MN908947	10364	-3	0
MN908947	10365	1	0
MN908947	10365	-1	0
MN908947	10366	2	0
MN908947	10366	-2	0
MN908947	10367	3	0
MN908947	10367	-3	0
MN908947	10368	1	0
MN908947	10368	-1	0
MN908947	10369	2	0
MN908947	10369	-2	0
MN908947	10370	3	0
MN908947	10370	-3	0
MN908947	10371	1	0
MN908947	10371	-1	0
MN908947	10372	2	0
MN908947	10372	-2	0
MN908947	10373	3	0
MN908947	10373	-3	0
MN908947	10374	1	0
MN908947	10374	-1	0
MN908947	10375	2	0
MN908947	10375	-2	0
MN908947	10376	3	0
MN908947	10376	-3	0
MN908947	10377	1	0
MN908947	10377	-1	0
MN908947	10378	2	0
MN908947	10378	-2	0
MN908947	10379	3	0
MN908947	10379	-3	0
MN908947	10380	1	0
MN908947	10380	-1	0
MN908947	10381	2	0
MN908947	10381	-2	0
MN908947	10382	3	0
MN908947	10382	-3	0
MN908947	10383	1	0
MN908947	10383	-1	0
MN908947	10384	2	0
MN908947	10384	-2	0
MN908947	10385	3	0
MN908947	10385	-3	0
MN908947	10386	1	0
MN908947	10386	-1	0
MN908947	10387	2	0
MN908947	10387	-2	0
MN908947	10388	3	0
MN908947	10388	-3	0
MN908947	10389	1	0
MN908947	10389	-1	0
MN908947	10390	2	0
MN908947	10390	-2	0
MN908947	10391	3	0
MN908947	10391	-3	0
MN908947	10392	1	0
MN908947	10392	-1	0
MN908947	10393	2	0
MN908947	10393	-2	0
MN908947	10394	3	0
MN908947	10394	-3	0
MN908947	10395	1	0
MN908947	10395	-1	0
MN908947	10396	2	0
MN908947	10396	-2	0
MN908947	10397	3	0
MN908947	10397	-3	0
MN908947	10398	1	0
MN908947	10398	-1	0
MN908947	10399	2	0
MN908947	10399	-2	0
MN908947	10400	3	0
MN908947	10400	-3	0
MN908947	10401	1	0
MN908947	10401	-1	0
MN908947	10402	2	0
MN908947	10402	-2	0
MN908947	10403	3	0
MN908947	10403	-3	0
MN908947	10404	1	0
MN908947	10404	-1	0
MN908947	10405	2	0
MN908947	10405	-2	0
MN908947	10406	3	0
MN908947	10406	-3	0
MN908947	10407	1	0
MN908947	10407	-1	0
MN908947	10408	2	0
MN908947	10408	-2	0
MN908947	10409	3	0
MN908947	10409	-3	0
MN908947	10410	1	0
MN908947	10410	-1	0
MN908947	10411	2	0
MN908947	10411	-2	0
MN908947	10412	3	0
MN908947	10412	-3	0
MN908947	10413	1	0
MN908947	10413	-1	0
MN908947	10414	2	0
MN908947	10414	-2	0
MN908947	10415	3	0
MN908947	10415	-3	0
MN908947	10416	1	0
MN908947	10416	-1	0
MN908947	10417	2	0
MN908947	10417	-2	0
MN908947	10418	3	0
MN908947	10418	-3	0
MN908947	10419	1	0
MN908947	10419	-1	0
MN908947	10420	2	0
MN908947	10420	-2	0
MN908947	10421	3	0
MN908947	10421	-3	0
MN908947	10422	1	0
MN908947	10422	-1	0
MN908947	10423	2	0
MN908947	10423	-2	0
MN908947	10424	3	0
MN908947	10424	-3	0
MN908947	10425	1	0
MN908947	10425	-1	0
MN908947	10426	2	0
MN908947	10426	-2	0
MN908947	10427	3	0
MN908947	10427	-3	0
MN908947	10428	1	0
MN908947	10428	-1	0
MN908947	10429	2	0
MN908947	10429	-2	0
MN908947	10430	3	0
MN908947	10430	-3	0
MN908947	10431	1	0
MN908947	10431	-1	0
MN908947	10432	2	0
MN908947	10432	-2	0
MN908947	10433	3	0
MN908947	10433	-3	0
MN908947	10434	1	0
MN908947	10434	-1	0
MN908947	10435	2	0
MN908947	10435	-2	0
MN908947	10436	3	0
MN908947	10436	-3	0
MN908947	10437	1	0
MN908947	10437	-1	0
MN908947	10438	2	0
MN908947	10438	-2	0
MN908947	10439	3	0
MN908947	10439	-3	0
MN908947	10440	1	0
MN908947	10440	-1	0
MN908947	10441	2	0
MN908947	10441	-2	0
MN908947	10442	3	0
MN908947	10442	-3	0
MN908947	10443	1	0
MN908947	10443	-1	0
MN908947	10444	2	0
MN908947	10444	-2	0
MN908947	10445	3	0
MN908947	10445	-3	0
MN908947	10446	1	0
MN908947	10446	-1	0
MN908947	10447	2	0
MN908947	10447	-2	0
MN908947	10448	3	0
MN908947	10448	-3	0
MN908947	10449	1	0
MN908947	10449	-1	0
MN908947	10450	2	0
MN908947	10450	-2	0
MN908947	10451	3	0
MN908947	10451	-3	0
MN908947	10452	1	0
MN908947	10452	-1	0
MN908947	10453	2	0
MN908947	10453	-2	0
MN908947	10454	3	0
MN908947	10454	-3	0
MN908947	10455	1	0
MN908947	10455	-1	0
MN908947	10456	2	0
MN908947	10456	-2	0
MN908947	10457	3	0
MN908947	10457	-3	0
MN908947	10458	1	0
MN908947	10458	-1	0
MN908947	10459	2	0
MN908947	10459	-2	0
MN908947	10460	3	0
MN908947	10460	-3	0
MN908947	10461	1	0
MN908947	10461	-1	0
MN908947	10462	2	0
MN908947	10462	-2	0
MN908947	10463	3	1
MN908947	10463	-3	0
MN908947	10464	1	0
MN908947	10464	-1	0
MN908947	10465	2	0
MN908947	10465	-2	0
MN908947	10466	3	1
MN908947	10466	-3	0
MN908947	10467	1	0
MN908947	10467	-1	0
MN908947	10468	2	0
MN908947	10468	-2	0
MN908947	10469	3	1
MN908947	10469	-3	0
MN908947	10470	1	0
MN908947	10470	-1	0
MN908947	10471	2	0
MN908947	10471	-2	0
MN908947	10472	3	1
MN908947	10472	-3	0
MN908947	10473	1	0
MN908947	10473	-1	0
MN908947	10474	2	0
MN908947	10474	-2	0
MN908947	10475	3	1
MN908947	10475	-3	0
MN908947	10476	1	0
MN908947	10476	-1	0
MN908947	10477	2	0
MN908947	10477	-2	0
MN908947	10478	3	1
MN908947	10478	-3	0
MN908947	10479	1	0
MN908947	10479	-1	0
MN908947	10480	2	0
MN908947	10480	-2	0
MN908947	10481	3	1
MN908947	10481	-3	0
MN908947	10482	1	0
MN908947	10482	-1	0
MN908947	10483	2	0
MN908947	10483	-2	0
MN908947	10484	3	0
MN908947	10484	-3	0
MN908947	10485	1	0
MN908947	10485	-1	0
MN908947	10486	2	0
MN908947	10486	-2	0
MN908947	10487	3	0
MN908947	10487	-3	0
MN908947	10488	1	0
MN908947	10488	-1	0
MN908947	10489	2	0
MN908947	10489	-2	0
MN908947	10490	3	0
MN908947	10490	-3	0
MN908947	10491	1	0
MN908947	10491	-1	0
MN908947	10492	2	0
MN908947	10492	-2	0
MN908947	10493	3	0
MN908947	10493	-3	0
MN908947	10494	1	0
MN908947	10494	-1	0
MN908947	10495	2	0
MN908947	10495	-2	0
MN908947	10496	3	0
MN908947	10496	-3	0
MN908947	10497	1	0
MN908947	10497	-1	0
MN908947	10498	2	0
MN908947	10498	-2	0
MN908947	10499	3	0
MN908947	10499	-3	0
MN908947	10500	1	0
MN908947	10500	-1	0
MN908947	10501	2	0
MN908947	10501	-2	0
MN908947	10502	3	0
MN908947	10502	-3	0
MN908947	10503	1	0
MN908947	10503	-1	0
MN908947	10504	2	0
MN908947	10504	-2	0
MN908947	10505	3	0
MN908947	10505	-3	0
MN908947	10506	1	0
MN908947	10506	-1	0
MN908947	10507	2	0
MN908947	10507	-2	0
MN908947	10508	3	0
MN908947	10508	-3	0
MN908947	10509	1	0
MN908947	10509	-1	0
MN908947	10510	2	0
MN908947	10510	-2	0
MN908947	10511	3	0
MN908947	10511	-3	0
MN908947	10512	1	0
MN908947	10512	-1	0
MN908947	10513	2	0
MN908947	10513	-2	0
MN908947	10514	3	0
MN908947	10514	-3	0
MN908947	10515	1	0
MN908947	10515	-1	0
MN908947	10516	2	0
MN908947	10516	-2	0
MN908947	10517	3	0
MN908947	10517	-3	0
MN908947	10518	1	0
MN908947	10518	-1	0
MN908947	10519	2	0
MN908947	10519	-2	0
MN908947	10520	3	0
MN908947	10520	-3	0
MN908947	10521	1	0
MN908947	10521	-1	0
MN908947	10522	2	0
MN908947	10522	-2	0
MN908947	10523	3	0
MN908947	10523	-3	0
MN908947	10524	1	0
MN908947	10524	-1	0
MN908947	10525	2	0
MN908947	10525	-2	0
MN908947	10526	3	0
MN908947	10526	-3	0
MN908947	10527	1	0
MN908947	10527	-1	0
MN908947	10528	2	0
MN908947	10528	-2	0
MN908947	10529	3	0
MN908947	10529	-3	0
MN908947	10530	1	0
MN908947	10530	-1	0
MN908947	10531	2	0
MN908947	10531	-2	0
MN908947	10532	3	0
MN908947	10532	-3	0
MN908947	10533	1	0
MN908947	10533	-1	0
MN908947	10534	2	0
MN908947	10534	-2	0
MN908947	10535	3	0
MN908947	10535	-3	0
MN908947	10536	1	0
MN908947	10536	-1	0
MN908947	10537	2	0
MN908947	10537	-2	0
MN908947	10538	3	0
MN908947	10538	-3	0
MN908947	10539	1	0
MN908947	10539	-1	0
MN908947	10540	2	0
MN908947	10540	-2	0
MN908947	10541	3	0
MN908947	10541	-3	0
MN908947	10542	1	0
MN908947	10542	-1	0
MN908947	10543	2	0
MN908947	10543	-2	0
MN908947	10544	3	0
MN908947	10544	-3	0
MN908947	10545	1	0
MN908947	10545	-1	0
MN908947	10546	2	0
MN908947	10546	-2	0
MN908947	10547	3	0
MN908947	10547	-3	0
MN908947	10548	1	0
MN908947	10548	-1	0
MN908947	10549	2	0
MN908947	10549	-2	0
MN908947	10550	3	0
MN908947	10550	-3	0
MN908947	10551	1	0
MN908947	10551	-1	0
MN908947	10552	2	0
MN908947	10552	-2	0
MN908947	10553	3	0
MN908947	10553	-3	0
MN908947	10554	1	0
MN908947	10554	-1	0
MN908947	10555	2	0
MN908947	10555	-2	0
MN908947	10556	3	0
MN908947	10556	-3	0
MN908947	10557	1	0
MN908947	10557	-1	0
MN908947	10558	2	0
MN908947	10558	-2	0
MN908947	10559	3	0
MN908947	10559	-3	0
MN908947	10560	1	0
MN908947	10560	-1	0
MN908947	10561	2	0
MN908947	10561	-2	0
MN908947	10562	3	0
MN908947	10562	-3	0
MN908947	10563	1	0
MN908947	10563	-1	0
MN908947	10564	2	0
MN908947	10564	-2	0
MN908947	10565	3	0
MN908947	10565	-3	0
MN908947	10566	1	0
MN908947	10566	-1	0
MN908947	10567	2	0
MN908947	10567	-2	0
MN908947	10568	3	0
MN908947	10568	-3	0
MN908947	10569	1	0
MN908947	10569	-1	0
MN908947	10570	2	0
MN908947	10570	-2	0
MN908947	10571	3	0
MN908947	10571	-3	0
MN908947	10572	1	0
MN908947	10572	-1	0
MN908947	10573	2	0
MN908947	10573	-2	0
MN908947	10574	3	0
MN908947	10574	-3	0
MN908947	10575	1	0
MN908947	10575	-1	0
MN908947	10576	2	0
MN908947	10576	-2	0
MN908947	10577	3	0
MN908947	10577	-3	0
MN908947	10578	1	0
MN908947	10578	-1	0
MN908947	10579	2	0
MN908947	10579	-2	0
MN908947	10580	3	0
MN908947	10580	-3	0
MN908947	10581	1	0
MN908947	10581	-1	0
MN908947	10582	2	0
MN908947	10582	-2	0
MN908947	10583	3	0
MN908947	10583	-3	0
MN908947	10584	1	0
MN908947	10584	-1	0
MN908947	10585	2	0
MN908947	10585	-2	0
MN908947	10586	3	0
MN908947	10586	-3	0
MN908947	10587	1	0
MN908947	10587	-1	0
MN908947	10588	2	0
MN908947	10588	-2	0
MN908947	10589	3	0
MN908947	10589	-3	0
MN908947	10590	1	0
MN908947	10590	-1	0
MN908947	10591	2	0
MN908947	10591	-2	0
MN908947	10592	3	0
MN908947	10592	-3	0
MN908947	10593	1	0
MN908947	10593	-1	0
MN908947	10594	2	0
MN908947	10594	-2	0
MN908947	10595	3	0
MN908947	10595	-3	0
MN908947	10596	1	0
MN908947	10596	-1	0
MN908947	10597	2	0
MN908947	10597	-2	0
MN908947	10598	3	0
MN908947	10598	-3	0
MN908947	10599	1	0
MN908947	10599	-1	0
MN908947	10600	2	0
MN908947	10600	-2	0
MN908947	10601	3	0
MN908947	10601	-3	0
MN908947	10602	1	0
MN908947	10602	-1	0
MN908947	10603	2	0
MN908947	10603	-2	0
MN908947	10604	3	0
MN908947	10604	-3	0
MN908947	10605	1	0
MN908947	10605	-1	0
MN908947	10606	2	0
MN908947	10606	-2	0
MN908947	10607	3	0
MN908947	10607	-3	0
MN908947	10608	1	0
MN908947	10608	-1	0
MN908947	10609	2	0
MN908947	10609	-2	0
MN908947	10610	3	0
MN908947	10610	-3	0
MN908947	10611	1	0
